case_key,case_id,case_name,application_numbers,application_numbers_count,primary_application_number,judgment_date_raw,judgment_year,hudoc_itemid,hudoc_importance_level,hudoc_importance_bucket,is_key_case,convention_articles,keywords,respondent_states,summary_text,citation_example,all_citation_variants_count,snapshots_count,guides_count,guide_ids,guide_titles,first_seen_snapshot_timestamp,last_seen_snapshot_timestamp,first_seen_snapshot_pdf,last_seen_snapshot_pdf,hudoc_match_status,hudoc_match_method,hudoc_query_value,hudoc_query_result_count,hudoc_docname,hudoc_appno,hudoc_doctype,hudoc_languageisocode,hudoc_kpdate,hudoc_kpdateastext,hudoc_originatingbody,hudoc_ecli,hudoc_conclusion
apps:29026/06,29026/06,Beshiri and Others v. Albania (dec.),29026/06,1,29026/06,17 March 2020,2020,001-202475,4,,,6|6-1|13|35|P1-1,,ALB,,"Beshiri and Others v. Albania (dec.), nos. 29026/06 and 11 others, 17 March 2020",2,14,3,1b1f8de345be|96d370a07ab1|a94e3bc7e2bf,Article 1 Protocol 1|Article 13|Article 6 Civil,20230911235824,20260217135653,20230911235824__guide_art_13_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,matched,legacy_identifier_exact_name_and_year,29026/06 || docname_raw:Beshiri and Others v. Albania (dec.) || docname_clean:Beshiri and Others v. Albania || text_clean:Beshiri and Others v. Albania,51,BESHIRI AND OTHERS v. ALBANIA,29026/06;3165/08;56956/10;29127/11;6311/12;8904/12;5915/14;53846/14;57152/14;67059/14;72755/14;537/15,HEDEC,ENG,2020-03-17T00:00:00,17/03/2020 00:00:00,4,ECLI:CE:ECHR:2020:0317DEC002902606,Inadmissible
apps:48108/07,48108/07,Beșleagă v. the Republic of Moldova and Russia,48108/07,1,48108/07,2 July 2019,2019,001-194243,4,,,3|5|5-1|6|6-1|10|10-1|13|13+3,,MDA|RUS,,"Beșleagă v. the Republic of Moldova and Russia, no. 48108/07, 2 July 2019",1,3,1,dbfbd08a4477,Article 2 Protocol 4,20230923150809,20240930065636,20230923150809__guide_art_2_protocol_4_eng.pdf,20240930065636__guide_art_2_protocol_4_eng.pdf,matched,exact_application_set,48108/07,3,CASE OF BEŞLEAGĂ v. THE REPUBLIC OF MOLDOVA AND RUSSIA,48108/07,HEJUD,ENG,2019-07-02T00:00:00,02/07/2019 00:00:00,26,ECLI:CE:ECHR:2019:0702JUD004810807,No violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment;Inhuman treatment) (Substantive aspect) (the Republic of Moldova);Violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment;Inhuman treatment) (Substantive aspect) (Russia);No violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention) (the Republic of Moldova);Violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention) (Russia);No violation of Article 6 - Right to a fair trial (Article 6 - Criminal proceedings;Article 6-1 - Independent tribunal;Tribunal established by law) (the Republic of Moldova);Violation of Article 6 - Right to a fair trial (Article 6 - Criminal proceedings;Article 6-1 - Independent tribunal;Tribunal established by law) (Russia);No violation of Article 10 - Freedom of expression-{general} (Article 10-1 - Freedom of expression) (the Republic of Moldova);Violation of Article 10 - Freedom of expression-{general} (Article 10-1 - Freedom of expression) (Russia);No violation of Article 13+3 - Right to an effective remedy (Article 13 - Effective remedy) (Article 3 - Prohibition of torture;Degrading treatment;Inhuman treatment) (the Republic of Moldova);Violation of Article 13+3 - Right to an effective remedy (Article 13 - Effective remedy) (Article 3 - Prohibition of torture;Degrading treatment;Inhuman treatment) (Russia)
apps:37474/20,37474/20,Besnik Cani v. Albania,37474/20,1,37474/20,4 October 2022,2022,001-219773,3,,,6|6-1|35|35-3-a|41|46|46-2,,ALB,,"Besnik Cani v. Albania, no. 37474/20, 4 October 2022",1,8,2,96d370a07ab1|ed0ed05ac958,Article 46|Article 6 Civil,20230911235919,20260217135653,20230911235919__guide_art_46_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,matched,exact_application_set,37474/20,7,CASE OF BESNIK CANI v. ALBANIA,37474/20,HEJUD,ENG,2022-10-04T00:00:00,04/10/2022 00:00:00,6,ECLI:CE:ECHR:2022:1004JUD003747420,Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Tribunal established by law);Respondent State to take individual measures (Article 46-2 - Reopening of proceedings);Pecuniary damage - claim dismissed (Article 41 - Pecuniary damage;Just satisfaction);Non-pecuniary damage - finding of violation sufficient (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:58432/00,58432/00,Besseau and Others v. France (dec.),58432/00,1,58432/00,7 February 2006,2006,001-72515,4,,,6|8|14|P1-1|P4-2,,FRA,,"Besseau and Others v. France (dec.), no. 58432/00, 7 February 2006",1,4,1,e751e8063f8b,Environment,20230923165352,20251212192207,20230923165352__guide_environment_eng.pdf,20251212192207__guide_environment_eng.pdf,matched,exact_application_set,58432/00,1,BESSEAU ET AUTRE c. FRANCE,58432/00,HFDEC,FRE,2006-02-07T00:00:00,07/02/2006 00:00:00,5,ECLI:CE:ECHR:2006:0207DEC005843200,Irrecevable
apps:22622/22,22622/22,Besseau v. France (dec.),22622/22,1,22622/22,14 December 2023,2023,001-230586,4,,,8|35|P1-1,,FRA,,"Besseau v. France (dec.), no. 22622/22, 14 December 2023",1,2,1,e751e8063f8b,Environment,20250604023920,20251212192207,20250604023920__guide_environment_eng.pdf,20251212192207__guide_environment_eng.pdf,matched,exact_application_set,22622/22,2,BESSEAU c. FRANCE,22622/22,HFDEC,FRE,2023-12-14T00:00:00,14/12/2023 00:00:00,29,ECLI:CE:ECHR:2023:1214DEC002262222,Irrecevable
apps:37509/06,37509/06,Bessenyei v. Hungary,37509/06,1,37509/06,21 October 2008,2008,001-89113,4,,,6|P4-2,,HUN,,"Bessenyei v. Hungary, no. 37509/06, 21 October 2008",1,3,1,dbfbd08a4477,Article 2 Protocol 4,20230923150809,20240930065636,20230923150809__guide_art_2_protocol_4_eng.pdf,20240930065636__guide_art_2_protocol_4_eng.pdf,matched,exact_application_set,37509/06,5,CASE OF BESSENYEI v. HUNGARY,37509/06,HEJUD,ENG,2008-10-21T00:00:00,21/10/2008 00:00:00,5,ECLI:CE:ECHR:2008:1021JUD003750906,Violation of Article 6 - Right to a fair trial;Violation of Article 2 of Protocol No. 4 - Freedom of movement-{general}
apps:57675/10,57675/10,Bestry v. Poland,57675/10,1,57675/10,3 November 2015,2015,001-158467,3,,,10|10-1|10-2|35|35-3,,POL,,"Bestry v. Poland, no. 57675/10, 3 November 2015",2,10,1,154b01c3289a,Article 34/35,20230627221844,20251202174715,20230627221844__Admissibility_guide_ENG.pdf,20251202174715__Admissibility_guide_ENG.pdf,matched,exact_application_set,57675/10,4,CASE OF J.B. v. POLAND,57675/10,HEJUD,ENG,2015-11-03T00:00:00,03/11/2015 00:00:00,7,ECLI:CE:ECHR:2015:1103JUD005767510,No violation of Article 10 - Freedom of expression -{General} (Article 10-1 - Freedom of expression)
apps:37315/03,37315/03,Betayev and Betayeva v. Russia,37315/03,1,37315/03,29 May 2008,2008,001-86611,2,,,2|2-1|3|5|5-1|8|8-2|8-1|13|35|35-1|41|13+2|13+8,,RUS,,"Betayev and Betayeva v. Russia, no. 37315/03, 29 May 2008",1,7,1,415c8994e0ed,Article 2,20230923024152,20251215180904,20230923024152__guide_art_2_eng.pdf,20251215180904__guide_art_2_eng.pdf,matched,exact_application_set,37315/03,5,CASE OF BETAYEV AND BETAYEVA v. RUSSIA,37315/03,HEJUD,ENG,2008-05-29T00:00:00,29/05/2008 00:00:00,4,ECLI:CE:ECHR:2008:0529JUD003731503,Preliminary objection joined to merits and dismissed (non-exhaustion of domestic remedies);Violation of Art. 2 (substantive aspect);Violation of Art. 2 (procedural aspect);Violation of Art. 3;Violation of Art. 5;Violation of Art. 8;Violation of Art. 13+2;Violation of Art. 13+8;Remainder inadmissible;Non-pecuniary damage - award
apps:71409/10,71409/10,Beuze v. Belgium [GC],71409/10,1,71409/10,9 November 2018,2018,001-187802,1,,,6|6-1|6-3|6-3-c|41,,BEL,,"Beuze v. Belgium [GC], no. 71409/10, 9 November 2018",1,19,4,1d874b186d3e|4026b1621d4a|96d370a07ab1|99cd2ce32cf8,Article 6 Civil|Article 6 Criminal|Article 8|Terrorism,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,matched,exact_application_set,71409/10,14,CASE OF BEUZE v. BELGIUM,71409/10,HEJUD,ENG,2018-11-09T00:00:00,09/11/2018 00:00:00,8,ECLI:CE:ECHR:2018:1109JUD007140910,Violation of Article 6 - Right to a fair trial (Article 6 - Criminal proceedings;Article 6-1 - Fair hearing;Article 6-3 - Rights of defence;Article 6-3-c - Defence through legal assistance);Non-pecuniary damage - finding of violation sufficient (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:71127/01,71127/01,Bevacqua and S. v. Bulgaria,71127/01,1,71127/01,12 June 2008,2008,001-86875,3,,,6|6-1|8|8-1|29|29-3|35|35-1|41,,BGR,,"Bevacqua and S. v. Bulgaria, no. 71127/01, 12 June 2008",1,7,1,99cd2ce32cf8,Article 8,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,71127/01,5,CASE OF BEVACQUA AND S. v. BULGARIA,71127/01,HEJUD,ENG,2008-06-12T00:00:00,12/06/2008 00:00:00,23,ECLI:CE:ECHR:2008:0612JUD007112701,Violation of Art. 8;No violation of Art. 6-1;Non-pecuniary damage - award
apps:36077/14,36077/14,Bevc v. Croatia (dec.),36077/14,1,36077/14,28 April 2020,2020,001-203042,4,,,35|P4-2|P4-2-2|P4-2-3,,HRV,,"Bevc v. Croatia (dec.), no. 36077/14, 28 April 2020",1,3,1,dbfbd08a4477,Article 2 Protocol 4,20230923150809,20240930065636,20230923150809__guide_art_2_protocol_4_eng.pdf,20240930065636__guide_art_2_protocol_4_eng.pdf,matched,exact_application_set,36077/14,2,BEVC v. CROATIA,36077/14,HEDEC,ENG,2020-04-28T00:00:00,28/04/2020 00:00:00,25,ECLI:CE:ECHR:2020:0428DEC003607714,Inadmissible
apps:33202/96,33202/96,Beyeler v. Italy [GC],33202/96,1,33202/96,,2000,001-58832,1,,,14|18|P1-1|P1-1-2|P1-1-1,,ITA,,"Beyeler v. Italy [GC], no. 33202/96, ECHR 2000-I",1,9,2,0faa41c7c031|1b1f8de345be,Article 1 Protocol 1|Article 18,20230923100034,20260104030038,20230923100034__guide_art_18_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,matched,exact_application_set,33202/96,14,CASE OF BEYELER v. ITALY,33202/96,HEJUD,ENG,2000-01-05T00:00:00,05/01/2000 00:00:00,8,ECLI:CE:ECHR:2000:0105JUD003320296,Preliminary objection rejected (estoppel);Violation of P1-1;Not necessary to examine Art. 14;No separate issue under Art. 18;Just satisfaction reserved
apps:36099/06,36099/06,Beygo v. 46 member States of the Council of Europe (dec.),36099/06,1,36099/06,16 June 2009,2009,001-93341,2,,,1|6|6-1|14|35|35-3,,ALB|AND|ARM|AUT|AZE|BEL|BGR|BIH|HRV|CYP|CZE|DNK|ESP|EST|FIN|FRA|GEO|DEU|GRC|HUN|IRL|ISL|ITA|LIE|LTU|LUX|LVA|MCO|MDA|MKD|MLT|NLD|NOR|POL|PRT|ROU|RUS|SRB|SMR|SVK|SVN|SWE|SWZ|TUR|GBR|UKR,,"Beygo v. 46 member States of the Council of Europe (dec.), no. 36099/06, 16 June 2009",1,14,2,154b01c3289a|7a059e452dbd,Article 1|Article 34/35,20230627221844,20251202174715,20230627221844__Admissibility_guide_ENG.pdf,20251202174715__Admissibility_guide_ENG.pdf,matched,exact_application_set,36099/06,5,BEYGO c. 46 ETATS MEMBRES DU CONSEIL DE L'EUROPE,36099/06,HFDEC,FRE,2009-06-16T00:00:00,16/06/2009 00:00:00,23,ECLI:CE:ECHR:2009:0616DEC003609906,Irrecevable
apps:16140/15|13322/16,16140/15|13322/16,Bežanić and Baškarad v. Croatia,16140/15|13322/16,2,16140/15,19 May 2022,2022,001-217260,3,,,P1-1|P1-1-1|P1-1-2,,HRV,,"Bežanić and Baškarad v. Croatia, nos. 16140/15 and 13322/16, 19 May 2022",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,matched,exact_application_set,16140/15|13322/16,5,CASE OF BEŽANIĆ AND BAŠKARAD v. CROATIA,16140/15;13322/16,HEJUD,ENG,2022-05-19T00:00:00,19/05/2022 00:00:00,4,ECLI:CE:ECHR:2022:0519JUD001614015,No violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions)
name:bezicheri v italy::1989,,Bezicheri v. Italy,,0,,25 October 1989,1989,001-57439,4,,,5|5-4|41,,ITA,,"Bezicheri v. Italy, 25 October 1989, Series A no. 164",1,3,1,22935893a6e6,Article 5,20230923032746,20251128111224,20230923032746__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,matched,exact_name_and_year,Bezicheri v. Italy,2,CASE OF BEZICHERI v. ITALY,11400/85,HEJUD,ENG,1989-10-25T00:00:00,25/10/1989 00:00:00,9,ECLI:CE:ECHR:1989:1025JUD001140085,Violation of Art. 5-4;Pecuniary damage - claim dismissed;Non-pecuniary damage - finding of violation sufficient;Costs and expenses - claim dismissed
apps:10941/03,10941/03,Bezymyannyy v. Russia,10941/03,1,10941/03,8 April 2010,2010,001-98121,3,,,10|10-1|10-2|41,,RUS,,"Bezymyannyy v. Russia, no. 10941/03, 8 April 2010",1,5,1,1900da194ee4,Article 10,20230912000014,20250918162301,20230912000014__guide_art_10_eng.pdf,20250918162301__guide_art_10_eng.pdf,matched,exact_application_set,10941/03,2,CASE OF BEZYMYANNYY v. RUSSIA,10941/03,HEJUD,ENG,2010-04-08T00:00:00,08/04/2010 00:00:00,4,ECLI:CE:ECHR:2010:0408JUD001094103,Violation of Art. 10;Remainder inadmissible;Non-pecuniary damage - award;Pecuniary damage - claim dismissed
apps:8162/13,8162/13,Biagioli v. San Marino (dec.),8162/13,1,8162/13,8 July 2014,2014,001-146102,4,,,6|6-1|6-3-b|7|35|P1-1,,SMR,,"Biagioli v. San Marino (dec.), no. 8162/13, 8 July 2014",1,4,1,96d370a07ab1,Article 6 Civil,20240218053355,20260217135653,20240218053355__guide_art_6_civil_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,matched,exact_application_set,8162/13,1,BIAGIOLI v. SAN MARINO,8162/13,HEDEC,ENG,2014-07-08T00:00:00,08/07/2014 00:00:00,6,ECLI:CE:ECHR:2014:0708DEC000816213,Inadmissible
apps:77419/16,77419/16,Biancardi v. Italy,77419/16,1,77419/16,25 November 2021,2021,001-213827,1,,,8|8-1|10|10-1|10-2,,ITA,,"Biancardi v. Italy, no. 77419/16, 25 November 2021",1,17,4,1900da194ee4|99cd2ce32cf8|d24a9ac722de|d5256ad78e38,Article 10|Article 8|Data protection|ECHR / EU,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,77419/16,8,CASE OF BIANCARDI v. ITALY,77419/16,HEJUD,ENG,2021-11-25T00:00:00,25/11/2021 00:00:00,4,ECLI:CE:ECHR:2021:1125JUD007741916,No violation of Article 10 - Freedom of expression-{general} (Article 10-1 - Freedom of expression)
apps:7548/04,7548/04,Bianchi v. Switzerland,7548/04,1,7548/04,22 June 2006,2006,001-76027,2,,,6|6-1|8|8-2|8-1|41,,CHE,,"Bianchi v. Switzerland, no. 7548/04, 22 June 2006",1,7,1,99cd2ce32cf8,Article 8,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,7548/04,9,CASE OF BIANCHI v. SWITZERLAND,7548/04,HEJUD,ENG,2006-06-22T00:00:00,22/06/2006 00:00:00,23,ECLI:CE:ECHR:2006:0622JUD000754804,Violation of Art. 8;No separate issue under Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention and domestic proceedings
apps:38590/10,38590/10,Biao v. Denmark [GC],38590/10,1,38590/10,,2016,001-163115,1,,,8|8-1|14|14+8|41,,DNK,,"Biao v. Denmark [GC], no. 38590/10, ECHR 2016",2,18,4,99cd2ce32cf8|d24a9ac722de|e12c697e461c|e19a063de5b3,Article 14|Article 8|ECHR / EU|Immigration,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,38590/10,28,CASE OF BIAO v. DENMARK,38590/10,HEJUD,ENG,2016-05-24T00:00:00,24/05/2016 00:00:00,8,ECLI:CE:ECHR:2016:0524JUD003859010,Violation of Article 14+8 - Prohibition of discrimination (Article 14 - Discrimination) (Article 8 - Right to respect for private and family life;Article 8-1 - Respect for family life);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:24228/18,24228/18,Biba v. Albania,24228/18,1,24228/18,7 May 2024,2024,001-233411,3,,,35|35-1|8|8-1|6|6-1|41,,ALB,,"Biba v. Albania, no. 24228/18, 7 May 2024",1,7,2,8ad6b528df3f|99cd2ce32cf8,Article 8|Rights of the child,20241205111155,20260215111534,20241205111155__guide_rights_of_the_child_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,24228/18,5,CASE OF BIBA v. ALBANIA,24228/18,HEJUD,ENG,2024-05-07T00:00:00,07/05/2024 00:00:00,6,ECLI:CE:ECHR:2024:0507JUD002422818,Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-1) Exhaustion of domestic remedies;Violation of Article 8 - Right to respect for private and family life (Article 8 - Positive obligations;Article 8-1 - Respect for private life);Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Access to court);Pecuniary damage - claim dismissed (Article 41 - Pecuniary damage;Just satisfaction);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:33203/08,33203/08,Biblical Centre of the Chuvash Republic v. Russia,33203/08,1,33203/08,12 June 2014,2014,001-144677,3,,,9|9-1|9-2|11|11-1|41|46|46-2,,RUS,,"Biblical Centre of the Chuvash Republic v. Russia, no. 33203/08, 12 June 2014",1,11,2,2fbc08fc30bd|ed0ed05ac958,Article 46|Article 9,20230911235919,20251122212600,20230911235919__guide_art_46_eng.pdf,20251122212600__guide_art_9_eng.pdf,matched,exact_application_set,33203/08,7,CASE OF BIBLICAL CENTRE OF THE CHUVASH REPUBLIC v. RUSSIA,33203/08,HEJUD,ENG,2014-06-12T00:00:00,12/06/2014 00:00:00,4,ECLI:CE:ECHR:2014:0612JUD003320308,Violation of Article 9 - Freedom of thought conscience and religion (Article 9-1 - Freedom of religion) read in the light of Article 11 - (Art. 11) Freedom of assembly and association (Article 11-1 - Freedom of association);Non-pecuniary damage - finding of violation sufficient
apps:55955/00,55955/00,Biç and Others v. Turkey (dec.),55955/00,1,55955/00,2 February 2006,2006,001-72259,3,,,5|5-3|6|6-1|34|35|35-3|35-4,,TUR,,"Biç and Others v. Turkey (dec.), no. 55955/00, 2 February 2006",1,10,1,154b01c3289a,Article 34/35,20230627221844,20251202174715,20230627221844__Admissibility_guide_ENG.pdf,20251202174715__Admissibility_guide_ENG.pdf,matched,exact_application_set,55955/00,7,CASE OF BİÇ AND OTHERS v. TURKEY,55955/00,HEJUD,ENG,2006-02-02T00:00:00,02/02/2006 00:00:00,6,ECLI:CE:ECHR:2006:0202JUD005595500,Inadmissible
apps:52363/11,52363/11,Bidart v. France,52363/11,1,52363/11,12 November 2015,2015,001-158709,3,,,10|10-1|10-2,,FRA,,"Bidart v. France, no. 52363/11, 12 November 2015",1,9,2,1900da194ee4|7ff3d5fc46dd,Article 10|Prisoners' rights,20230912000014,20250918162301,20230912000014__guide_art_10_eng.pdf,20250918162301__guide_art_10_eng.pdf,matched,exact_application_set,52363/11,6,CASE OF BIDART v. FRANCE,52363/11,HEJUD,ENG,2015-11-12T00:00:00,12/11/2015 00:00:00,23,ECLI:CE:ECHR:2015:1112JUD005236311,No violation of Article 10 - Freedom of expression -{General} (Article 10-1 - Freedom of expression)
apps:11261/84,11261/84,Bideault v. France,11261/84,1,11261/84,9 December 1987,1987,,,,,,,,,"Bideault v. France, no. 11261/84, Commission decision of 9 December 1987, Decisions and Reports 48",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,unmatched,no_candidate_after_year_filter,11261/84 || docname_raw:Bideault v. France || text_clean:Bideault v. France,2,,,,,,,,,
apps:20007/22,20007/22,Bielau v. Austria,20007/22,1,20007/22,27 August 2024,2024,001-235470,3,,,10|10-2|2|8,,AUT,,"Bielau v. Austria, no. 20007/22, 27 August 2024",1,3,2,1900da194ee4|cfca8cb0bbc6,Article 10|Social rights,20250115221400,20251104040747,20250115221400__guide_art_10_eng.pdf,20251104040747__guide_social_rights_eng.pdf,matched,exact_application_set,20007/22,7,CASE OF BIELAU v. AUSTRIA,20007/22,HEJUD,ENG,2024-08-27T00:00:00,27/08/2024 00:00:00,7,ECLI:CE:ECHR:2024:0827JUD002000722,No violation of Article 10 - Freedom of expression - {general}
apps:48762/19,48762/19,Bieliński v. Poland,48762/19,1,48762/19,21 July 2022,2022,001-218430,3,,,6|6-1|13|13+6|35|35-3-a|41,,POL,,"Bieliński v. Poland, no. 48762/19, 21 July 2022",1,4,1,96d370a07ab1,Article 6 Civil,20240218053355,20260217135653,20240218053355__guide_art_6_civil_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,matched,exact_application_set,48762/19,4,CASE OF BIELIŃSKI v. POLAND,48762/19,HEJUD,ENG,2022-07-21T00:00:00,21/07/2022 00:00:00,4,ECLI:CE:ECHR:2022:0721JUD004876219,Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Reasonable time);Violation of Article 13+6 - Right to an effective remedy (Article 13 - Effective remedy) (Article 6 - Civil proceedings;Right to a fair trial;Article 6-1 - Reasonable time);Pecuniary damage - claim dismissed (Article 41 - Pecuniary damage;Just satisfaction);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:33889/96,33889/96,Bienkowski v. Poland (dec.),33889/96,1,33889/96,9 September 1998,1998,001-4388,4,,,P1-1|P1-1-1|6|6-1|14,,POL,,"Bienkowski v. Poland (dec.), no. 33889/96, 9 September 1998",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,matched,exact_application_set,33889/96,1,BIENKOWSKI v. POLAND,33889/96,HEDEC,ENG,1998-09-09T00:00:00,09/09/1998 00:00:00,2,ECLI:CE:ECHR:1998:0909DEC003388996,Inadmissible
apps:46342/19,46342/19,Bierski v. Poland,46342/19,1,46342/19,20 October 2022,2022,001-219986,3,,,8|8-1|35|35-1|41,,POL,,"Bierski v. Poland, no. 46342/19, 20 October 2022",1,10,2,8ad6b528df3f|99cd2ce32cf8,Article 8|Rights of the child,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,46342/19,7,CASE OF BIERSKI v. POLAND,46342/19,HEJUD,ENG,2022-10-20T00:00:00,20/10/2022 00:00:00,4,ECLI:CE:ECHR:2022:1020JUD004634219,Preliminary objection dismissed (Art. 35) Admissibility criteria;(Art. 35-1) Exhaustion of domestic remedies;Violation of Article 8 - Right to respect for private and family life (Article 8 - Positive obligations;Article 8-1 - Respect for family life);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:58170/13,58170/13,Big Brother Watch and Others v. the United Kingdom [GC],58170/13,1,58170/13,25 May 2021,2021,002-13278,1,,,8|8-1|8-2|10|10-1|10-2|34,,GBR,,"Big Brother Watch and Others v. the United Kingdom [GC], nos. 58170/13 and 2 others, 25 May 2021",2,21,5,1900da194ee4|7a059e452dbd|99cd2ce32cf8|d24a9ac722de|d5256ad78e38,Article 1|Article 10|Article 8|Data protection|ECHR / EU,20230912000014,20260215111534,20230912000014__guide_art_10_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,application_subset_name_year,58170/13,26,Big Brother Watch and Others v. the United Kingdom [GC],58170/13;62322/14;24960/15,CLIN,ENG,2021-05-25T00:00:00,25/05/2021 00:00:00,,,Preliminary objection dismissed (Art. 34) Individual applications;(Art. 34) Victim;Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life);Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life);No violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life);Violation of Article 10 - Freedom of expression-{general} (Article 10-1 - Freedom of expression);Violation of Article 10 - Freedom of expression-{general} (Article 10-1 - Freedom of expression);No violation of Article 10 - Freedom of expression-{general} (Article 10-1 - Freedom of expression)
apps:26713/05,26713/05,Bigaeva v. Greece,26713/05,1,26713/05,28 May 2009,2009,001-92754,2,,,8|8-1|8-2|14|14+8|35|35-3|41,,GRC,,"Bigaeva v. Greece, no. 26713/05, 28 May 2009",1,16,3,99cd2ce32cf8|e12c697e461c|e19a063de5b3,Article 14|Article 8|Immigration,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,26713/05,10,CASE OF BIGAEVA v. GREECE,26713/05,HEJUD,ENG,2009-05-28T00:00:00,28/05/2009 00:00:00,4,ECLI:CE:ECHR:2009:0528JUD002671305,Preliminary objection dismissed (ratione materiae);Preliminary objection joined to merits and dismissed (ratione personae);Violation of Art. 8;No violation of Art. 14+8;Non-pecuniary damage - award
apps:29631/06,29631/06,Bigliazzi and Others v. Italy (dec.),29631/06,1,29631/06,16 December 2008,2008,001-90696,4,,,10|11|P4-2,,ITA,,"Bigliazzi and Others v. Italy (dec.), no. 29631/06, 16 December 2008",1,3,1,dbfbd08a4477,Article 2 Protocol 4,20230923150809,20240930065636,20230923150809__guide_art_2_protocol_4_eng.pdf,20240930065636__guide_art_2_protocol_4_eng.pdf,matched,exact_application_set,29631/06,2,BIGLIAZZI ET AUTRES c. ITALIE,29631/06,HFDEC,FRE,2008-12-16T00:00:00,16/12/2008 00:00:00,5,ECLI:CE:ECHR:2008:1216DEC002963106,Irrecevable
apps:9839/22,9839/22,Bijan Balahan v. Sweden,9839/22,1,9839/22,29 June 2023,2023,001-225452,3,,,35|35-3-a|3,,SWE,,"Bijan Balahan v. Sweden, no. 9839/22, 29 June 2023",1,4,1,e19a063de5b3,Immigration,20240331051847,20251122094224,20240331051847__guide_immigration_eng.pdf,20251122094224__guide_immigration_eng.pdf,matched,exact_application_set,9839/22,6,CASE OF BIJAN BALAHAN v. SWEDEN,9839/22,HEJUD,ENG,2023-06-29T00:00:00,29/06/2023 00:00:00,4,ECLI:CE:ECHR:2023:0629JUD000983922,Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;No violation of Article 3 - Prohibition of torture (Article 3 - Extradition) (the United States of America)
