case_key,case_id,case_name,application_numbers,application_numbers_count,primary_application_number,judgment_date_raw,judgment_year,hudoc_itemid,hudoc_importance_level,hudoc_importance_bucket,is_key_case,convention_articles,keywords,respondent_states,summary_text,citation_example,all_citation_variants_count,snapshots_count,guides_count,guide_ids,guide_titles,first_seen_snapshot_timestamp,last_seen_snapshot_timestamp,first_seen_snapshot_pdf,last_seen_snapshot_pdf,hudoc_match_status,hudoc_match_method,hudoc_query_value,hudoc_query_result_count,hudoc_docname,hudoc_appno,hudoc_doctype,hudoc_languageisocode,hudoc_kpdate,hudoc_kpdateastext,hudoc_originatingbody,hudoc_ecli,hudoc_conclusion
apps:47621/13,47621/13,"Vavřička and Others v. the Czech Republic [GC], nos 47621/13 and 5 others",47621/13,1,47621/13,8 April 2021,2021,,,,,,,,,"Vavřička and Others v. the Czech Republic [GC], nos 47621/13 and 5 others, 8 April 2021",3,27,6,2fbc08fc30bd|54e38e09f96e|8ad6b528df3f|99cd2ce32cf8|cfca8cb0bbc6|d24a9ac722de,Article 2 Protocol 1|Article 8|Article 9|ECHR / EU|Rights of the child|Social rights,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,unmatched,ambiguous_application_match,"47621/13 || docname_raw:Vavřička and Others v. the Czech Republic [GC], nos 47621/13 and 5 others || docname_clean:Vavřička and Others v. the Czech Republic , nos 47621/13 and 5 others || text_clean:Vavřička and Others v. the Czech Republic , nos 47621/13 and 5 others",16,,,,,,,,,
apps:48703/03,48703/03,Verein gegen Tierfabriken v. Switzerland (dec.),48703/03,1,48703/03,20 September 2011,2011,,,,,,,,,"Verein gegen Tierfabriken v. Switzerland (dec.), no. 48703/03, 20 September 2011",1,4,1,e751e8063f8b,Environment,20230923165352,20251212192207,20230923165352__guide_environment_eng.pdf,20251212192207__guide_environment_eng.pdf,unmatched,ambiguous_application_match,48703/03 || docname_raw:Verein gegen Tierfabriken v. Switzerland (dec.) || docname_clean:Verein gegen Tierfabriken v. Switzerland || text_clean:Verein gegen Tierfabriken v. Switzerland,76,,,,,,,,,
apps:17153/11,17153/11,Vučković and Others v. Serbia (preliminary objection) [GC],17153/11,1,17153/11,25 March 2014,2014,,,,,,,,,"Vučković and Others v. Serbia (preliminary objection) [GC], nos. 17153/11 and 29 others, 25 March 2014",1,15,2,154b01c3289a|a94e3bc7e2bf,Article 13|Article 34/35,20230627221844,20251202174715,20230627221844__Admissibility_guide_ENG.pdf,20251202174715__Admissibility_guide_ENG.pdf,unmatched,ambiguous_application_match,17153/11 || docname_raw:Vučković and Others v. Serbia (preliminary objection) [GC] || docname_clean:Vučković and Others v. Serbia (preliminary objection) || text_clean:Vučković and Others v. Serbia (preliminary objection),65,,,,,,,,,
apps:63477/00,63477/00,Wells v. United Kingdom (dec.) no. 63477/00,63477/00,1,63477/00,16 January 2007,2007,,,,,,,,,"Wells v. United Kingdom (dec.) no. 63477/00, 16 January 2007",1,4,1,e751e8063f8b,Environment,20230923165352,20251212192207,20230923165352__guide_environment_eng.pdf,20251212192207__guide_environment_eng.pdf,unmatched,ambiguous_application_match,63477/00 || docname_raw:Wells v. United Kingdom (dec.) no. 63477/00 || docname_clean:Wells v. United Kingdom no. 63477/00 || text_clean:Wells v. United Kingdom no. 63477/00,25,,,,,,,,,
apps:7601/76|7896/77,7601/76|7896/77,"Young, James and Webster v. the United Kingdom",7601/76|7896/77,2,7601/76,14 December 1979,1979,,,,,,,,,"Young, James and Webster v. the United Kingdom, nos. 7601/76 and 7896/77, Commission's report of 14 December 1979, Series B, no. 39, p. 36",1,4,1,684d373b17e9,Article 11,20230923090652,20251210133318,20230923090652__guide_art_11_eng.pdf,20251210133318__guide_art_11_eng.pdf,unmatched,ambiguous_application_match,"7601/76|7896/77 || docname_raw:Young, James and Webster v. the United Kingdom || text_clean:Young, James and Webster v. the United Kingdom",60,,,,,,,,,
apps:19875/13,19875/13,Zamoyski-Brisson v. Poland (dec.),19875/13,1,19875/13,5 September 2017,2017,,,,,,,,,"Zamoyski-Brisson v. Poland (dec.), no. 19875/13, 5 September 2017",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,unmatched,ambiguous_application_match,19875/13 || docname_raw:Zamoyski-Brisson v. Poland (dec.) || docname_clean:Zamoyski-Brisson v. Poland || text_clean:Zamoyski-Brisson v. Poland,2,,,,,,,,,
apps:54490/10,54490/10,Zhidov v. Russia,54490/10,1,54490/10,16 October 2018,2018,,,,,,,,,"Zhidov v. Russia, no. 54490/10 and 3 others, 16 October 2018",2,15,2,154b01c3289a|1b1f8de345be,Article 1 Protocol 1|Article 34/35,20230627221844,20260104030038,20230627221844__Admissibility_guide_ENG.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,unmatched,ambiguous_application_match,54490/10 || docname_raw:Zhidov v. Russia || text_clean:Zhidov v. Russia,14,,,,,,,,,
apps:71477/01,71477/01,Ackermann and Fuhrmann v. Germany (dec.),71477/01,1,71477/01,8 September 2013,2013,,,,,,,,,"Ackermann and Fuhrmann v. Germany (dec.), no. 71477/01, 8 September 2013",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,unmatched,no_candidate_after_year_filter,71477/01 || docname_raw:Ackermann and Fuhrmann v. Germany (dec.) || docname_clean:Ackermann and Fuhrmann v. Germany || text_clean:Ackermann and Fuhrmann v. Germany,8,,,,,,,,,
apps:33810/07|18817/08,33810/07|18817/08,"Association ""21 December 1989"" and Others v. Romania",33810/07|18817/08,2,33810/07,21 December 1989,1989,,,,,,,,,"Association ""21 December 1989"" and Others v. Romania, nos. 33810/07 and 18817/08, 24 May 2011",2,27,5,415c8994e0ed|99cd2ce32cf8|b8a991ab1181|d5256ad78e38|ed0ed05ac958,Article 2|Article 46|Article 8|Data protection|Mass protests,20230911235919,20260215111534,20230911235919__guide_art_46_eng.pdf,20260215111534__guide_art_8_eng.pdf,unmatched,no_candidate_after_year_filter,"33810/07|18817/08 || docname_raw:Association ""21 December 1989"" and Others v. Romania || text_clean:Association ""21 December 1989"" and Others v. Romania",51,,,,,,,,,
apps:11261/84,11261/84,Bideault v. France,11261/84,1,11261/84,9 December 1987,1987,,,,,,,,,"Bideault v. France, no. 11261/84, Commission decision of 9 December 1987, Decisions and Reports 48",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,unmatched,no_candidate_after_year_filter,11261/84 || docname_raw:Bideault v. France || text_clean:Bideault v. France,2,,,,,,,,,
apps:81415/12,81415/12,Çöçelli and Others v. Türkiye,81415/12,1,81415/12,11 November 0202,0202,,,,,,,,,"Çöçelli and Others v. Türkiye, no. 81415/12, 11 November 0202",2,8,2,96d370a07ab1|e751e8063f8b,Article 6 Civil|Environment,20230923165352,20260217135653,20230923165352__guide_environment_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,unmatched,no_candidate_after_year_filter,81415/12 || docname_raw:Çöçelli and Others v. Türkiye || text_clean:Çöçelli and Others v. Türkiye,18,,,,,,,,,
apps:4479/06,4479/06,Courten v. the United Kingdom (dec.),4479/06,1,4479/06,04 November 2006,2006,,,,,,,,,"Courten v. the United Kingdom (dec.), no. 4479/06, 04 November 2006",1,4,1,0a61f8f7ceb0,Rights of LGBTI persons,20230923175405,20250612193940,20230923175405__guide_lgbti_rights_eng.pdf,20250612193940__guide_lgbti_rights_eng.pdf,unmatched,no_candidate_after_year_filter,4479/06 || docname_raw:Courten v. the United Kingdom (dec.) || docname_clean:Courten v. the United Kingdom || text_clean:Courten v. the United Kingdom,31,,,,,,,,,
apps:8918/05,8918/05,Grebneva and Alisimchik v. Russia,8918/05,1,8918/05,22 November 2011,2011,,,,,,,,,"Grebneva and Alisimchik v. Russia, no. 8918/05, 22 November 2011",1,2,1,1900da194ee4,Article 10,20230912000014,20240217150955,20230912000014__guide_art_10_eng.pdf,20240217150955__guide_art_10_eng.pdf,unmatched,no_candidate_after_year_filter,8918/05 || docname_raw:Grebneva and Alisimchik v. Russia || text_clean:Grebneva and Alisimchik v. Russia,42,,,,,,,,,
apps:31540/96,31540/96,Güngör v. Germany (dec.),31540/96,1,31540/96,24 January 2002,2002,,,,,,,,,"Güngör v. Germany (dec.), no. 31540/96, 24 January 2002",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,unmatched,no_candidate_after_year_filter,31540/96 || docname_raw:Güngör v. Germany (dec.) || docname_clean:Güngör v. Germany || text_clean:Güngör v. Germany,39,,,,,,,,,
apps:1474/62,1474/62,Habitants d'Alsemberg and de Beersel v. Belgium,1474/62,1,1474/62,26 July 1963,1963,,,,,,,,,"Habitants d'Alsemberg and de Beersel v. Belgium, no. 1474/62, Commission decision of 26 July 1963",1,7,1,2fbc08fc30bd,Article 9,20230923081110,20251122212600,20230923081110__guide_art_9_eng.pdf,20251122212600__guide_art_9_eng.pdf,unmatched,no_candidate_after_year_filter,1474/62 || docname_raw:Habitants d'Alsemberg and de Beersel v. Belgium || text_clean:Habitants d'Alsemberg and de Beersel v. Belgium,14,,,,,,,,,
apps:37496/04,37496/04,Igual Coll v. Spain,37496/04,1,37496/04,10 March 2008,2008,,,,,,,,,"Igual Coll v. Spain, no. 37496/04, 10 March 2008",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,unmatched,no_candidate_after_year_filter,37496/04 || docname_raw:Igual Coll v. Spain || text_clean:Igual Coll v. Spain,54,,,,,,,,,
apps:55432/10,55432/10,J.P.D. v. France (dec.),55432/10,1,55432/10,16 September 2016,2016,,,,,,,,,"J.P.D. v. France (dec.), no. 55432/10, 16 September 2016",1,5,1,d5256ad78e38,Data protection,20230923165006,20260101120520,20230923165006__guide_data_protection_eng.pdf,20260101120520__guide_data_protection_eng.pdf,unmatched,no_candidate_after_year_filter,55432/10 || docname_raw:J.P.D. v. France (dec.) || docname_clean:J.P.D. v. France || text_clean:J.P.D. v. France,2,,,,,,,,,
name:jacquier v france dec::2009,,Jacquier v. France (dec.),,0,,1 September 2009,2009,,,,,,,,,"Jacquier v. France (dec.), no. 45827, 1 September 2009",1,7,1,99cd2ce32cf8,Article 8,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,unmatched,no_candidate_after_year_filter,docname_raw:Jacquier v. France (dec.) || docname_clean:Jacquier v. France || text_clean:Jacquier v. France,1,,,,,,,,,
apps:9697/82,9697/82,Johnston and Others v. Ireland,9697/82,1,9697/82,5 March 1995,1995,,,,,,,,,"Johnston and Others v. Ireland, no. 9697/82, Commission's report of 5 March 1995, Series B no. 95",1,5,1,a94e3bc7e2bf,Article 13,20230911235824,20250619163138,20230911235824__guide_art_13_eng.pdf,20250619163138__guide_art_13_eng.pdf,unmatched,no_candidate_after_year_filter,9697/82 || docname_raw:Johnston and Others v. Ireland || text_clean:Johnston and Others v. Ireland,55,,,,,,,,,
name:kholodov v ukraine dec no64953/14::2016,,"Kholodov v. Ukraine (dec.), no64953/14",,0,,23 August 2016,2016,,,,,,,,,"Kholodov v. Ukraine (dec.), no64953/14, 23 August 2016",1,7,1,99cd2ce32cf8,Article 8,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,unmatched,no_candidate_after_year_filter,"docname_raw:Kholodov v. Ukraine (dec.), no64953/14 || docname_clean:Kholodov v. Ukraine , no64953/14 || text_clean:Kholodov v. Ukraine , no64953/14",0,,,,,,,,,
apps:33257/96,33257/96,Klip and Krüger v. the Netherlands,33257/96,1,33257/96,3 December 1987,1987,,,,,,,,,"Klip and Krüger v. the Netherlands, no. 33257/96, Commission decision of 3 December 1987, Decisions and Reports (D.R.) no. 91-A, p. 66",1,4,1,1e58f64bfb7a,Article 12,20230923091656,20250906135625,20230923091656__guide_art_12_eng.pdf,20250906135625__guide_art_12_eng.pdf,unmatched,no_candidate_after_year_filter,33257/96 || docname_raw:Klip and Krüger v. the Netherlands || text_clean:Klip and Krüger v. the Netherlands,14,,,,,,,,,
apps:50835/00,50835/00,Kozlovs v. Latvia (dec.),50835/00,1,50835/00,23 November 2000,2000,,,,,,,,,"Kozlovs v. Latvia (dec.), no. 50835/00, 23 November 2000",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,unmatched,no_candidate_after_year_filter,50835/00 || docname_raw:Kozlovs v. Latvia (dec.) || docname_clean:Kozlovs v. Latvia || text_clean:Kozlovs v. Latvia,42,,,,,,,,,
apps:16153/03,16153/03,Lazarev and Lazarev v. Russia (dec.),16153/03,1,16153/03,5 October 2006,2006,,,,,,,,,"Lazarev and Lazarev v. Russia (dec.), no. 16153/03, 5 October 2006",1,3,1,8ad6b528df3f,Rights of the child,20241205111155,20250601155424,20241205111155__guide_rights_of_the_child_eng.pdf,20250601155424__guide_rights_of_the_child_eng.pdf,unmatched,no_candidate_after_year_filter,16153/03 || docname_raw:Lazarev and Lazarev v. Russia (dec.) || docname_clean:Lazarev and Lazarev v. Russia || text_clean:Lazarev and Lazarev v. Russia,17,,,,,,,,,
name:loizidou v turkey merits::1996,,Loizidou v. Turkey (merits),,0,,18 December 1996,1996,,,,,,,,,"Loizidou v. Turkey (merits), 18 December 1996, Reports 1996-VI",2,29,5,154b01c3289a|1b1f8de345be|7a059e452dbd|99cd2ce32cf8|dbfbd08a4477,Article 1|Article 1 Protocol 1|Article 2 Protocol 4|Article 34/35|Article 8,20230627221844,20260215111534,20230627221844__Admissibility_guide_ENG.pdf,20260215111534__guide_art_8_eng.pdf,unmatched,no_candidate_after_year_filter,docname_raw:Loizidou v. Turkey (merits) || text_clean:Loizidou v. Turkey (merits),50,,,,,,,,,
name:m s v sweden 27 aout 1997::1997,,"M.S. v. Sweden, 27 août 1997",,0,,,1997,,,,,,,,,"M.S. v. Sweden, 27 août 1997, Reports of Judgments and Decisions 1997-IV",1,5,1,d5256ad78e38,Data protection,20230923165006,20260101120520,20230923165006__guide_data_protection_eng.pdf,20260101120520__guide_data_protection_eng.pdf,unmatched,no_candidate_after_year_filter,"docname_raw:M.S. v. Sweden, 27 août 1997 || text_clean:M.S. v. Sweden, 27 août 1997",0,,,,,,,,,
name:mantovanelli v france 18 mars 1997::1997,,"Mantovanelli v. France, 18 mars 1997",,0,,,1997,,,,,,,,,"Mantovanelli v. France, 18 mars 1997, Reports of Judgments and Decisions 1997-II",1,4,1,96d370a07ab1,Article 6 Civil,20240218053355,20260217135653,20240218053355__guide_art_6_civil_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,unmatched,no_candidate_after_year_filter,"docname_raw:Mantovanelli v. France, 18 mars 1997 || text_clean:Mantovanelli v. France, 18 mars 1997",0,,,,,,,,,
name:mcfeeley and others v the united kingdom::1980,,McFeeley and Others v. the United Kingdom,,0,,15 May 1980,1980,,,,,,,,,"McFeeley and Others v. the United Kingdom, Commission decision, 15 May 1980",1,4,1,7ff3d5fc46dd,Prisoners' rights,20230923174222,20240928174327,20230923174222__guide_prisoners_rights_eng.pdf,20240928174327__guide_prisoners_rights_eng.pdf,unmatched,no_candidate_after_year_filter,docname_raw:McFeeley and Others v. the United Kingdom || text_clean:McFeeley and Others v. the United Kingdom,50,,,,,,,,,
apps:66345/09,66345/09,Mihaela Mihai Neagu v. Romania (dec.),66345/09,1,66345/09,6 March 1994,1994,,,,,,,,,"Mihaela Mihai Neagu v. Romania (dec.), no. 66345/09, 6 March 1994",2,7,2,0bd62693ae9f|d24a9ac722de,Article 3 Protocol 1|ECHR / EU,20230923144330,20251220163343,20230923144330__guide_art_3_protocol_1_eng.pdf,20251220163343__guide_art_3_protocol_1_eng.pdf,unmatched,no_candidate_after_year_filter,66345/09 || docname_raw:Mihaela Mihai Neagu v. Romania (dec.) || docname_clean:Mihaela Mihai Neagu v. Romania || text_clean:Mihaela Mihai Neagu v. Romania,10,,,,,,,,,
apps:38126/06,38126/06,Ooms v. France (dec.),38126/06,1,38126/06,25 September 2009,2009,,,,,,,,,"Ooms v. France (dec.), no. 38126/06, 25 September 2009",1,3,1,41c295afbaa0,Article 7,20230923043629,20250604140804,20230923043629__guide_art_7_eng.pdf,20250604140804__guide_art_7_eng.pdf,unmatched,no_candidate_after_year_filter,38126/06 || docname_raw:Ooms v. France (dec.) || docname_clean:Ooms v. France || text_clean:Ooms v. France,7,,,,,,,,,
apps:2034/07,2034/07,Otegi Mondragon v. Spain,2034/07,1,2034/07,,2034,,,,,,,,,"Otegi Mondragon v. Spain, no. 2034/07, ECHR 2011",1,5,1,1900da194ee4,Article 10,20230912000014,20250918162301,20230912000014__guide_art_10_eng.pdf,20250918162301__guide_art_10_eng.pdf,unmatched,no_candidate_after_year_filter,2034/07 || docname_raw:Otegi Mondragon v. Spain || text_clean:Otegi Mondragon v. Spain,63,,,,,,,,,
apps:39519/98,39519/98,Padin Gestoso v. Spain (dec.),39519/98,1,39519/98,,1999,,,,,,,,,"Padin Gestoso v. Spain (dec.), no. 39519/98, ECHR 1999-II (extracts)",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,unmatched,no_candidate_after_year_filter,39519/98 || docname_raw:Padin Gestoso v. Spain (dec.) || docname_clean:Padin Gestoso v. Spain || text_clean:Padin Gestoso v. Spain,8,,,,,,,,,
apps:18533/12,18533/12,Parfitt v. the United Kingdom (dec.),18533/12,1,18533/12,27 June 2016,2016,,,,,,,,,"Parfitt v. the United Kingdom (dec.), no. 18533/12, 27 June 2016",2,10,2,8ad6b528df3f|99cd2ce32cf8,Article 8|Rights of the child,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,unmatched,no_candidate_after_year_filter,18533/12 || docname_raw:Parfitt v. the United Kingdom (dec.) || docname_clean:Parfitt v. the United Kingdom || text_clean:Parfitt v. the United Kingdom,8,,,,,,,,,
apps:14685/04,14685/04,Penart v. Estonia (dec.),14685/04,1,14685/04,24 January 2016,2016,,,,,,,,,"Penart v. Estonia (dec.), no. 14685/04, 24 January 2016",1,3,1,41c295afbaa0,Article 7,20230923043629,20250604140804,20230923043629__guide_art_7_eng.pdf,20250604140804__guide_art_7_eng.pdf,unmatched,no_candidate_after_year_filter,14685/04 || docname_raw:Penart v. Estonia (dec.) || docname_clean:Penart v. Estonia || text_clean:Penart v. Estonia,29,,,,,,,,,
name:pine valley developments ltd and others v irlande::1991,,Pine Valley Developments Ltd and Others v. Irlande,,0,,29 November 1991,1991,,,,,,,,,"Pine Valley Developments Ltd and Others v. Irlande, 29 November 1991, Series A no. 222",1,1,1,e751e8063f8b,Environment,20230923165352,20230923165352,20230923165352__guide_environment_eng.pdf,20230923165352__guide_environment_eng.pdf,unmatched,no_candidate_after_year_filter,docname_raw:Pine Valley Developments Ltd and Others v. Irlande || text_clean:Pine Valley Developments Ltd and Others v. Irlande,0,,,,,,,,,
apps:481/04,481/04,Smiljanić v. Slovenia (dec.),481/04,1,481/04,2 June 2006,2006,,,,,,,,,"Smiljanić v. Slovenia (dec.), no. 481/04, 2 June 2006",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,unmatched,no_candidate_after_year_filter,481/04 || docname_raw:Smiljanić v. Slovenia (dec.) || docname_clean:Smiljanić v. Slovenia || text_clean:Smiljanić v. Slovenia,1,,,,,,,,,
apps:1977/02,1977/02,Sofianopoulos and Others v. Greece (dec.),1977/02,1,1977/02,,1977,,,,,,,,,"Sofianopoulos and Others v. Greece (dec.), nos. 1977/02 and 2 others, ECHR 2002-X",1,7,1,2fbc08fc30bd,Article 9,20230923081110,20251122212600,20230923081110__guide_art_9_eng.pdf,20251122212600__guide_art_9_eng.pdf,unmatched,no_candidate_after_year_filter,1977/02 || docname_raw:Sofianopoulos and Others v. Greece (dec.) || docname_clean:Sofianopoulos and Others v. Greece || text_clean:Sofianopoulos and Others v. Greece,54,,,,,,,,,
apps:65389/09,65389/09,Van Anraat v. the Netherlands (dec.),65389/09,1,65389/09,6 July 2006,2006,,,,,,,,,"Van Anraat v. the Netherlands (dec.), no. 65389/09, 6 July 2006",1,3,1,41c295afbaa0,Article 7,20230923043629,20250604140804,20230923043629__guide_art_7_eng.pdf,20250604140804__guide_art_7_eng.pdf,unmatched,no_candidate_after_year_filter,65389/09 || docname_raw:Van Anraat v. the Netherlands (dec.) || docname_clean:Van Anraat v. the Netherlands || text_clean:Van Anraat v. the Netherlands,35,,,,,,,,,
apps:39650/18,39650/18,"Zumtobel v. Austria, 21 September 1993, Series A no. 268-A Żurek v. Poland",39650/18,1,39650/18,21 September 1993,1993,,,,,,,,,"Zumtobel v. Austria, 21 September 1993, Series A no. 268-A Żurek v. Poland, no. 39650/18, 16 June 2022",1,4,1,96d370a07ab1,Article 6 Civil,20240218053355,20260217135653,20240218053355__guide_art_6_civil_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,unmatched,no_candidate_after_year_filter,"39650/18 || docname_raw:Zumtobel v. Austria, 21 September 1993, Series A no. 268-A Żurek v. Poland || text_clean:Zumtobel v. Austria, 21 September 1993, Series A no. 268-A Żurek v. Poland",6,,,,,,,,,
name:papamichalopoulos v greece::1993,,Papamichalopoulos v. Greece,,0,,24 June 1993,1993,,,,,,,,,"Papamichalopoulos v. Greece, 24 June 1993, Series A no. 260-B",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,unmatched,no_exact_name_match,docname_raw:Papamichalopoulos v. Greece || text_clean:Papamichalopoulos v. Greece,60,,,,,,,,,
name:society v the united kingdom::1997,,Society v. the United Kingdom,,0,,23 October 1997,1997,,,,,,,,,"Society v. the United Kingdom, 23 October 1997, Reports of Judgments and Decisions 1997-VII",2,13,3,1b1f8de345be|96d370a07ab1|e12c697e461c,Article 1 Protocol 1|Article 14|Article 6 Civil,20230923093716,20260217135653,20230923093716__guide_art_14_art_1_protocol_12_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,unmatched,no_exact_name_match,docname_raw:Society v. the United Kingdom || text_clean:Society v. the United Kingdom,61,,,,,,,,,
name:v i v moldova::2024,,V.I. v. Moldova,,0,,26 March 2024,2024,,,,,,,,,"V.I. v. Moldova, 26 March 2024",1,1,1,ed0ed05ac958,Article 46,20240930065341,20240930065341,20240930065341__guide_art_46_eng.pdf,20240930065341__guide_art_46_eng.pdf,unmatched,no_exact_name_match,docname_raw:V.I. v. Moldova || text_clean:V.I. v. Moldova,5,,,,,,,,,
apps:4558/20,4558/20,"BCR Banca pentru locuințe S.A. v. Romania, (dec.)",4558/20,1,4558/20,11 January 2024,2024,,,,,,,,,"BCR Banca pentru locuințe S.A. v. Romania, (dec.), no. 4558/20, 11 January 2024",1,3,1,1b1f8de345be,Article 1 Protocol 1,20240828212851,20260104030038,20240828212851__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,unmatched,no_official_case_document,"4558/20 || docname_raw:BCR Banca pentru locuințe S.A. v. Romania, (dec.) || docname_clean:BCR Banca pentru locuințe S.A. v. Romania || text_clean:BCR Banca pentru locuințe S.A. v. Romania",5,,,,,,,,,
apps:71200/17,71200/17,Brazauskienė v. Lithuania (dec.),71200/17,1,71200/17,18 January 2024,2024,,,,,,,,,"Brazauskienė v. Lithuania (dec.), no. 71200/17, 18 January 2024",1,3,1,1b1f8de345be,Article 1 Protocol 1,20240828212851,20260104030038,20240828212851__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,unmatched,no_official_case_document,71200/17 || docname_raw:Brazauskienė v. Lithuania (dec.) || docname_clean:Brazauskienė v. Lithuania || text_clean:Brazauskienė v. Lithuania,6,,,,,,,,,
